0	1e-07
0.001666667	0
0.003333333	-5e-07
0.005	-3e-07
0.006666667	-5e-07
0.008333333	-7e-07
0.01	-8e-07
0.01166667	-6e-07
0.01333333	-7e-07
0.015	-2e-07
0.01666667	9e-07
0.01833333	2.1e-06
0.02	3.5e-06
0.02166667	5.1e-06
0.02333333	5.9e-06
0.025	6.6e-06
0.02666667	6.9e-06
0.02833333	6.8e-06
0.03	6.4e-06
0.03166667	6.5e-06
0.03333333	6.3e-06
0.035	6.6e-06
0.03666667	7.5e-06
0.03833333	8.7e-06
0.04	9.4e-06
0.04166667	1.02e-05
0.04333333	1.05e-05
0.045	1.03e-05
0.04666667	1.02e-05
0.04833333	1.02e-05
0.05	1.05e-05
0.05166667	1.06e-05
0.05333333	1.07e-05
0.055	1.02e-05
0.05666667	9.5e-06
0.05833333	8.3e-06
0.06	7.7e-06
0.06166667	6.9e-06
0.06333333	6.6e-06
0.065	5.7e-06
0.06666667	5.3e-06
0.06833333	4.5e-06
0.07	4e-06
0.07166667	2.9e-06
0.07333333	3.1e-06
0.075	3.6e-06
0.07666667	4.4e-06
0.07833333	5.2e-06
0.08	6.4e-06
0.08166667	6.8e-06
0.08333333	6.6e-06
0.085	6e-06
0.08666667	5.4e-06
0.08833333	4.6e-06
0.09	3.9e-06
0.09166667	3.2e-06
0.09333333	2.8e-06
0.095	2.7e-06
0.09666667	3e-06
0.09833333	3.4e-06
0.1	4.3e-06
0.1016667	5e-06
0.1033333	5.6e-06
0.105	5.8e-06
0.1066667	5.4e-06
0.1083333	5e-06
0.11	4.9e-06
0.1116667	4.7e-06
0.1133333	4.4e-06
0.115	4.8e-06
0.1166667	5e-06
0.1183333	3.9e-06
0.12	3.2e-06
0.1216667	2.6e-06
0.1233333	1.7e-06
0.125	8e-07
0.1266667	8e-07
0.1283333	8e-07
0.13	1.2e-06
0.1316667	1.1e-06
0.1333333	1e-06
0.135	4e-07
0.1366667	-4e-07
0.1383333	-1.4e-06
0.14	-2.1e-06
0.1416667	-2.2e-06
0.1433333	-1.9e-06
0.145	-1.4e-06
0.1466667	-9e-07
0.1483333	-2e-07
0.15	1e-07
0.1516667	4e-07
0.1533333	8e-07
0.155	1e-06
0.1566667	1e-06
0.1583333	6e-07
0.16	0
0.1616667	-4e-07
0.1633333	-7e-07
0.165	-7e-07
0.1666667	-3e-07
0.1683333	0
0.17	4e-07
0.1716667	1.2e-06
0.1733333	1.1e-06
0.175	1.1e-06
0.1766667	1e-06
0.1783333	8e-07
0.18	3e-07
0.1816667	5e-07
0.1833333	4e-07
0.185	2e-07
0.1866667	0
0.1883333	-5e-07
0.19	-1.9e-06
0.1916667	-2.7e-06
0.1933333	-3.1e-06
0.195	-3.2e-06
0.1966667	-2.9e-06
0.1983333	-2.2e-06
0.2	-1.4e-06
0.2016667	-1e-06
0.2033333	-1e-06
0.205	-5e-07
0.2066667	-1e-07
0.2083333	0
0.21	3e-07
0.2116667	7e-07
0.2133333	3e-07
0.215	0
0.2166667	-8e-07
0.2183333	-2.1e-06
0.22	-3.3e-06
0.2216667	-4.2e-06
0.2233333	-4.6e-06
0.225	-4.3e-06
0.2266667	-3.3e-06
0.2283333	-2.4e-06
0.23	-1.2e-06
0.2316667	-1e-07
0.2333333	7e-07
0.235	1e-06
0.2366667	1.3e-06
0.2383333	8e-07
0.24	2e-07
0.2416667	-6e-07
0.2433333	-1.3e-06
0.245	-2e-06
0.2466667	-2.7e-06
0.2483333	-3.3e-06
0.25	-3.8e-06
0.2516667	-4.2e-06
0.2533333	-4.7e-06
0.255	-4.4e-06
0.2566667	-3.8e-06
0.2583333	-2.6e-06
0.26	-1.5e-06
0.2616667	2e-07
0.2633333	9e-07
0.265	1.6e-06
0.2666667	1.2e-06
0.2683333	9e-07
0.27	1e-07
0.2716667	0
0.2733333	-4e-07
0.275	0
0.2766667	-1e-07
0.2783333	0
0.28	-2e-07
0.2816667	-2e-07
0.2833333	-1e-06
0.285	-1.2e-06
0.2866667	-1.9e-06
0.2883333	-2.8e-06
0.29	-3.6e-06
0.2916667	-3.6e-06
0.2933333	-3.7e-06
0.295	-3.4e-06
0.2966667	-2.9e-06
0.2983333	-2.7e-06
0.3	-2.5e-06
0.3016667	-2.3e-06
0.3033333	-2e-06
0.305	-1e-06
0.3066667	2e-07
0.3083333	1.2e-06
0.31	2.4e-06
0.3116667	2.9e-06
0.3133333	2.6e-06
0.315	2.1e-06
0.3166667	1.4e-06
0.3183333	7e-07
0.32	2e-07
