Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.015	A	1.962	-1.0296198200000165E-05	2.13	0.00011748105699999978
11.639	A	11.552	0.006326626560000001	11.758	0.006622500240000001
16.129	A	16.057	0.010232613897999999	16.308	0.010402393812
17.594	A	17.537	0.011564382576699998	17.717	0.011728052814699998
21.033	A	20.965	0.015335266715000004	21.183	0.015675684832999998
24.843	A	24.755	0.021208472659999995	24.985	0.021684833019999992
26.013	A	25.935	0.023258418929999997	26.175	0.023770501650000005
28.645	A	28.567	0.028830675422999996	28.753	0.02923670765699999
38.919	A	38.862	0.06239688696000001	38.975	0.06488504299999998
41.262	A	41.193	0.12442177602999993	41.337	0.12890791027000015
