Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
1.993	A	1.94	-5.103028000000005E-05	2.102	-6.823234000000026E-06
11.6	A	11.512	0.006382175520000002	11.727	0.006658979420000001
16.086	A	16.013	0.010232951959000001	16.215	0.010504004244999997
17.557	A	17.5	0.011569462000000003	17.693	0.011776796496000004
21.002	A	20.935	0.015513190269999994	21.155	0.015908011510000004
24.782	A	24.69	0.021496760280000003	24.92	0.02187203104
25.938	A	25.865	0.023528660709999996	26.065	0.023938191509999998
28.587	A	28.508	0.02925008864	28.688	0.02953738304
38.889	A	38.83	0.06260803059999998	38.947	0.06521055754000016
41.244	A	41.153	0.12434314286999992	41.335	0.13004789464999988
