Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
7.326	A	7.205	0.010232329865	7.507	0.011110441071
11.752	A	11.682	0.024410909922000002	11.958	0.024858532518000003
13.66	A	13.598	0.029500812520000003	13.833	0.03020128642
16.314	A	16.245	0.036710388885	16.518	0.037456681614
20.965	A	20.9	0.0476022901	21.12	0.04814192568
23.205	A	23.133	0.052505883234999995	23.302	0.052972880089999994
25.743	A	25.663	0.058711219851	25.878	0.059146095406
40.966	A	40.915	0.10551363115000001	41.073	0.10692722713000002
41.213	A	41.148	0.10759436511200002	41.263	0.10857404942199997
41.326	A	41.263	0.10857404942199997	41.462	0.11026932922800006
41.781	A	41.687	0.1117203758825	41.898	0.111530960655
41.927	A	41.898	0.111530960655	42.087	0.11136129488249999
42.145	A	42.087	0.11136129488249999	42.27	0.111197015325
