Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
7.347	A	7.238	0.010503176974	7.518	0.011001233413999998
11.805	A	11.74	0.023372890459999997	12.135	0.024656059415
13.716	A	13.658	0.028538608775999997	13.952	0.029255490143999998
16.413	A	16.348	0.035557790832	16.712	0.036547610208
21.086	A	21.022	0.045970935462	21.287	0.047118921026999994
23.322	A	23.255	0.050979863249999986	23.442	0.05148310829999999
25.813	A	25.74	0.0567345484	25.962	0.05736639592000001
39.15	B	38.93	0.08683461785999996	39.295	0.09030503859
39.79	B	39.7	0.0936923079	39.983	0.09606297258099994
40.053	B	39.987	0.09609817742800003	40.138	0.09750459807200001
40.661	B	40.598	0.100252988652	40.707	0.10114655691800006
40.739	B	40.707	0.10114655691800006	40.775	0.10170401235000004
40.816	A	40.775	0.10170401235000004	40.918	0.10287630833200001
41.055	A	40.973	0.10340073910800002	41.18	0.10528671528
41.34	A	41.267	0.10607794316500001	41.545	0.10651676477500001
41.599	B	41.545	0.10651676477500001	41.663	0.106703027185
41.689	B	41.663	0.106703027185	41.717	0.106788265915
41.793	A	41.717	0.106788265915	41.91	0.10709291544999999
41.968	A	41.91	0.10709291544999999	42.127	0.107435448865
42.159	A	42.127	0.107435448865	42.283	0.107681694085
42.301	B	42.283	0.107681694085	42.62	0.1082136469
42.704	B	42.653	0.1082400557818	42.852	0.10816846167119999
