0	0
0.001666667	0
0.003333333	0
0.005	0
0.006666667	0
0.008333333	0
0.01	0
0.01166667	2.145767e-06
0.01333333	7.390976e-06
0.015	1.502037e-05
0.01666667	2.384186e-05
0.01833333	3.218651e-05
0.02	3.743172e-05
0.02166667	3.98159e-05
0.02333333	3.886223e-05
0.025	3.862381e-05
0.02666667	4.172325e-05
0.02833333	4.649162e-05
0.03	5.102158e-05
0.03166667	5.125999e-05
0.03333333	5.00679e-05
0.035	5.054474e-05
0.03666667	5.412102e-05
0.03833333	6.008148e-05
0.04	6.604195e-05
0.04166667	7.009506e-05
0.04333333	7.009506e-05
0.045	6.723404e-05
0.04666667	6.532669e-05
0.04833333	6.532669e-05
0.05	6.651878e-05
0.05166667	6.699562e-05
0.05333333	6.604195e-05
0.055	6.484985e-05
0.05666667	6.365776e-05
0.05833333	6.341934e-05
0.06	6.365776e-05
0.06166667	6.461143e-05
0.06333333	6.175041e-05
0.065	5.65052e-05
0.06666667	5.102158e-05
0.06833333	4.577637e-05
0.07	4.053116e-05
0.07166667	3.480911e-05
0.07333333	2.980232e-05
0.075	2.69413e-05
0.07666667	2.741814e-05
0.07833333	2.813339e-05
0.08	2.574921e-05
0.08166667	1.93119e-05
0.08333333	1.001358e-05
0.085	4.768372e-07
0.08666667	-1.0252e-05
0.08833333	-1.907349e-05
0.09	-2.360344e-05
0.09166667	-2.551079e-05
0.09333333	-2.837181e-05
0.095	-3.600121e-05
0.09666667	-4.696846e-05
0.09833333	-5.912781e-05
0.1	-6.866455e-05
0.1016667	-7.462502e-05
0.1033333	-7.796288e-05
0.105	-8.225441e-05
0.1066667	-8.821487e-05
0.1083333	-9.536743e-05
0.11	-0.0001018047
0.1116667	-0.0001087189
0.1133333	-0.0001165867
0.115	-0.0001263618
0.1166667	-0.0001378059
0.1183333	-0.0001511574
0.12	-0.0001659393
0.1216667	-0.0001790524
0.1233333	-0.0001909733
0.125	-0.0002009869
0.1266667	-0.0002095699
0.1283333	-0.0002174377
0.13	-0.0002281666
0.1316667	-0.000243187
0.1333333	-0.0002617836
0.135	-0.0002830029
0.1366667	-0.0003027916
0.1383333	-0.000320673
0.14	-0.0003354549
0.1416667	-0.0003471375
0.1433333	-0.0003538132
0.145	-0.0003573895
0.1466667	-0.0003614426
0.1483333	-0.0003678799
0.15	-0.0003774166
0.1516667	-0.0003886223
0.1533333	-0.0004019737
0.155	-0.000415802
0.1566667	-0.0004310608
0.1583333	-0.0004463196
0.16	-0.0004611015
0.1616667	-0.0004751682
0.1633333	-0.0004878044
0.165	-0.000500679
0.1666667	-0.0005149841
0.1683333	-0.0005323887
0.17	-0.0005497932
0.1716667	-0.0005662441
0.1733333	-0.0005819798
0.175	-0.000597477
0.1766667	-0.0006115437
0.1783333	-0.0006227493
0.18	-0.0006318092
0.1816667	-0.0006415844
0.1833333	-0.0006530285
0.185	-0.0006670952
0.1866667	-0.0006802082
0.1883333	-0.0006899834
0.19	-0.0006961823
0.1916667	-0.0007002354
0.1933333	-0.0007061958
0.195	-0.0007150173
0.1966667	-0.0007255077
0.1983333	-0.0007345676
0.2	-0.000742197
0.2016667	-0.000749588
0.2033333	-0.0007550716
0.205	-0.0007579327
0.2066667	-0.0007581711
0.2083333	-0.0007607937
0.21	-0.0007655621
0.2116667	-0.0007710457
0.2133333	-0.0007762909
0.215	-0.0007805824
0.2166667	-0.0007855892
0.2183333	-0.0007894039
0.22	-0.000793457
0.2216667	-0.0007967949
0.2233333	-0.0007994175
0.225	-0.0008022785
0.2266667	-0.000808239
0.2283333	-0.0008170605
0.23	-0.0008263588
0.2316667	-0.0008323193
0.2333333	-0.0008347034
0.235	-0.0008342266
0.2366667	-0.0008327961
0.2383333	-0.0008294582
0.24	-0.0008251667
0.2416667	-0.0008211136
0.2433333	-0.0008194447
0.245	-0.0008206367
0.2466667	-0.0008239746
0.2483333	-0.0008265972
0.25	-0.0008289814
0.2516667	-0.0008294582
0.2533333	-0.0008289814
0.255	-0.0008275509
0.2566667	-0.0008246899
0.2583333	-0.0008230209
0.26	-0.0008218288
0.2616667	-0.0008194447
0.2633333	-0.0008151531
0.265	-0.0008091927
0.2666667	-0.0008058548
0.2683333	-0.0008051395
0.27	-0.0008063316
0.2716667	-0.0008075237
0.2733333	-0.0008087158
0.275	-0.000808239
0.2766667	-0.0008046627
0.2783333	-0.0007987022
0.28	-0.0007917881
0.2816667	-0.0007870197
0.2833333	-0.0007839203
0.285	-0.0007817745
0.2866667	-0.000780344
0.2883333	-0.0007793903
0.29	-0.0007786751
0.2916667	-0.0007762909
0.2933333	-0.0007710457
0.295	-0.0007631779
0.2966667	-0.0007557869
0.2983333	-0.0007519722
0.3	-0.0007510185
0.3016667	-0.0007503033
0.3033333	-0.0007462502
