Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
7.347	A	7	0.009718655000000001	7.532	0.011264814580000003
11.785	A	11.715	0.024501557065	11.977	0.025012900106999997
13.703	A	13.645	0.029547445795000002	13.92	0.030422680320000006
16.379	A	16.317	0.036809478470000004	16.673	0.03760549803
21.037	A	20.967	0.047554532669999997	21.205	0.048097103649999993
21.252	B	21.205	0.048097103649999993	21.412	0.048569003619999995
23.296	A	23.212	0.052540105687999994	23.405	0.05311989197
25.783	A	25.707	0.058569463949	25.947	0.059115919228999995
31.1	A	31.017	0.068889997699	31.277	0.06955423191900001
39.881	B	39.812	0.09703018756800003	39.985	0.09865783454000004
40.758	A	40.673	0.10312520037700001	40.795	0.103519729955
40.837	B	40.795	0.103519729955	40.862	0.10373639783800001
40.918	B	40.862	0.10373639783800001	40.977	0.10410829047299999
41.049	A	40.977	0.10410829047299999	41.078	0.10443490922200002
41.16	A	41.078	0.10443490922200002	41.247	0.104981429703
41.342	A	41.247	0.104981429703	41.515	0.10584810123500002
41.702	B	41.64	0.10625233236	41.745	0.10659188650499998
41.795	A	41.745	0.10659188650499998	42.012	0.107455324188
42.069	A	42.012	0.107455324188	42.128	0.107830450672
42.157	A	42.128	0.107830450672	42.29	0.10835433421000001
42.301	B	42.29	0.10835433421000001	42.668	0.109576729132
42.705	B	42.668	0.109576729132	42.862	0.110204095838
