Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.89	B	2.635	0.0035290293595	2.989	0.0035791167133
3.199	B	2.989	0.0035791167133	3.471	0.0036473147487
3.878	B	3.686	0.00357028860952	4.218	0.00353012543976
6.168	B	5.738	0.003504574487936	6.612	0.003502708211264
6.983	B	6.802	0.003502302498944	7.245	0.0035013565486400004
7.657	A	7.245	0.00350135435336	8.601	0.003508100355728
8.933	B	8.803	0.003509105291184	8.955	0.00350986148024
8.981	B	8.955	0.00350986148024	9.348	0.003511816626944
9.636	B	9.386	0.003512036013512	9.905	0.0035150332862600004
11.303	B	10.906	0.0035067189188	11.729	0.0035197633042
12.016	B	11.729	0.0035197633042	12.249	0.0035280052002
12.511	B	12.249	0.0035280052002	12.882	0.0035380381236
13.311	B	13.085	0.0035413250594	13.452	0.0035459351812799998
13.566	B	13.452	0.0035459351812799998	13.832	0.00355070860448
14.705	A	14.44	0.0035525857868	15.352	0.0036196410154400002
15.75	B	15.605	0.0036268772099500002	15.884	0.0036316674139600003
15.907	B	15.884	0.0036316674139600003	16.074	0.0036349295600600004
16.71	B	16.555	0.0036191176044	16.935	0.0036051701148
17.875	A	17.632	0.0036299721004799997	18.253	0.00365935387092
18.522	B	18.354	0.00366493741634	18.772	0.0036880332581199996
18.962	B	18.772	0.0036880332581199996	19.101	0.00370621156421
19.64	A	19.101	0.00370621156421	19.899	0.00375030362579
20.227	A	19.899	0.00375030362579	20.824	0.0038014128450400003
20.858	B	20.824	0.0038014128450400003	20.938	0.0038077117109799998
20.966	B	20.938	0.0038077117109799998	21.229	0.00382379039509
21.242	B	21.229	0.00382379039509	21.293	0.0038273266005299997
21.531	B	21.293	0.0038273266005299997	21.787	0.00385462168627
21.814	B	21.787	0.00385462168627	21.926	0.00386230188246
22.027	B	21.926	0.00386230188246	22.04	0.0038686007483999998
22.083	B	22.04	0.0038686007483999998	22.116	0.00387279999236
22.454	B	22.116	0.00387279999236	22.711	0.00390567565231
23.021	B	22.711	0.00390567565231	23.775	0.00396446506775
23.815	B	23.775	0.00396446506775	24.003	0.00397706279963
24.181	B	24.003	0.00397706279963	24.472	0.00400297655512
24.874	B	24.472	0.00400297655512	25.321	0.00404988653041
26.876	B	25.903	0.00404747985006	27.385	0.0040700714877
28.159	B	27.385	0.0040700714877	28.753	0.00409092530706
29.045	B	28.753	0.00409092530706	29.653	0.00410464492506
29.893	B	29.703	0.00410540712606	30.02	0.0041102394804
30.058	B	30.02	0.0041102394804	30.311	0.00411467549022
32.051	B	31.654	0.00411381977384	32.085	0.0041270773166
32.21	B	32.085	0.0041270773166	32.249	0.0041321219500400005
32.262	B	32.249	0.0041321219500400005	32.705	0.004146148491800001
