Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.688	B	2.483	-0.0010473855141799999	2.913	-0.0010248898319799998
14.705	A	14.491	-0.00110854918455	14.947	-0.00109808856735
17.86	A	17.619	-0.0010106954815000003	18.075	-0.0009586606375000003
19.625	A	19.114	-0.000873399432	19.798	-0.0008253060240000002
20.101	A	19.798	-0.0008253060240000002	20.406	-0.0007825563280000002
21.103	B	20.406	-0.0007825563280000002	21.141	-0.0007308770080000002
21.837	B	21.141	-0.0007308770080000002	21.875	-0.000679268
22.027	B	21.875	-0.000679268	22.027	-0.0006685805760000001
22.154	B	22.027	-0.0006685805760000001	22.179	-0.0006578931520000001
22.483	B	22.179	-0.0006578931520000001	22.496	-0.0006356042480000002
22.889	B	22.496	-0.0006356042480000002	22.901	-0.0006071278880000002
22.96	B	22.901	-0.0006071278880000002	23.015	-0.00059911232
23.943	B	23.015	-0.00059911232	23.965	-0.00053231592
24.048	B	23.965	-0.00053231592	24.079	-0.000524300352
24.37	B	24.079	-0.000524300352	24.51	-0.0004939958800000001
24.783	B	24.51	-0.0004939958800000001	26.005	-0.00038887944000000015
26.042	B	26.005	-0.00038887944000000015	26.157	-0.000378192016
26.215	B	26.157	-0.000378192016	26.385	-0.00036216088
26.433	B	26.385	-0.00036216088	30.894	-4.5124072000000265E-05
30.928	B	30.894	-4.5124072000000265E-05	32.959	0.00010007020800000032
