Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.936	B	2.647	0.00350591146075	3.141	0.00351303358225
3.241	B	3.141	0.00351303358225	3.395	0.00351669556375
3.587	B	3.395	0.00351669556375	3.787	0.00352234712575
3.965	B	3.787	0.00352234712575	4.433	0.00353166066925
4.721	B	4.433	0.003531662121127	4.965	0.0035367583188349997
6.274	B	5.941	0.00352577130267	6.612	0.00354024804044
7.128	B	6.916	0.00352495987536	7.347	0.00352227559012
7.755	A	7.347	0.003522278524846	8.664	0.003527211767152
8.677	B	8.664	0.003527211767152	8.816	0.003527781131488
9.108	B	8.816	0.003527781131488	9.5	0.0035303432710000002
9.748	B	9.5	0.0035303432710000002	9.981	0.0035321450094580003
14.787	A	14.516	0.00356385123544	15.365	0.0035818290991
17.956	A	17.708	0.00363894488016	18.481	0.00367062591412
19.71	A	19.418	0.00374560071234	19.937	0.00379270833381
20.282	A	19.937	0.00379270833381	20.963	0.00388583438319
21.09	B	20.989	0.0038881943025699996	21.293	0.00391578720609
21.533	B	21.381	0.0039256173118	21.749	0.0039954813022
22.512	B	22.281	0.00400856799484	22.813	0.00401864175532
23.053	B	22.813	0.00401864175532	23.066	0.00402343247224
23.096	B	23.066	0.00402343247224	23.598	0.00403350623272
25.005	B	24.637	0.00406186881814	25.029	0.00407796207238
26.309	B	26.22	0.0040742201088	26.435	0.0040777080624
26.991	B	26.511	0.00407894101344	27.031	0.00408737699424
27.043	B	27.031	0.00408737699424	27.259	0.00409107584736
28.259	B	28.196	0.00411976434908	28.462	0.00413246165426
30.06	B	30.007	0.0041042949925800005	30.235	0.0041080339509
32.211	B	32.085	0.004141331130319999	32.287	0.004141186133104
32.33	B	32.287	0.004141186133104	32.465	0.004141058363279999
