Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.82	B	2.521	0.00353300075624	2.888	0.00352713148672
3.109	B	2.888	0.00352713148672	3.369	0.0035194390653599996
3.408	B	3.369	0.0035194390653599996	3.585	0.0035159846723999996
3.761	B	3.585	0.0035159846723999996	4.332	0.00350403823008
5.387	B	5.257	0.00352307245492	5.586	0.00351413140616
5.993	B	5.586	0.00351413140616	6.473	0.00349002590388
6.785	B	6.473	0.00349002590388	7.068	0.00347385592208
7.462	A	7.068	0.00347385592208	8.385	0.0034380645506
8.398	B	8.385	0.0034380490407	8.575	0.0034420067065
8.677	B	8.575	0.0034420067065	8.867	0.00344808901394
8.954	B	8.867	0.00344808901394	9.069	0.00345229663758
9.103	B	9.069	0.00345229663758	9.183	0.00345467123706
9.446	B	9.183	0.00345467123706	9.905	0.0034697103671
9.994	B	9.905	0.0034697103671	10.007	0.00347183500874
10.083	B	10.007	0.00347183500874	10.235	0.0034765842077
10.283	B	10.235	0.0034765842077	10.311	0.00347816727402
10.39	B	10.311	0.00347816727402	10.463	0.00348133340666
10.64	B	10.463	0.00348133340666	10.653	0.00348529107246
10.74	B	10.653	0.00348529107246	10.767	0.00348766567194
11.121	B	10.767	0.00348766567194	11.438	0.00350164248116
11.654	B	11.438	0.00350164248116	12.071	0.00351482775722
12.331	B	12.071	0.00351482775722	12.895	0.0035319915289
13.162	B	12.895	0.0035319915289	13.313	0.00354069839366
13.427	B	13.313	0.00354069839366	13.819	0.00355123828258
14.081	B	13.908	0.00355339067484	14.377	0.0035670607257100003
14.874	A	14.402	0.0035677894064600002	15.137	0.00358921262051
15.624	B	15.137	0.00358921262051	15.745	0.00360693413635
15.831	B	15.745	0.00360693413635	16.213	0.00362057503999
16.61	B	16.213	0.00362057503999	16.872	0.00363978306456
16.885	B	16.872	0.00363978306456	17.087	0.00364604971901
17.273	B	17.087	0.00364604971901	17.341	0.00365345311543
17.48	B	17.341	0.00365345311543	17.594	0.00366082736462
17.787	A	17.594	0.00366082736462	18.215	0.00367892779445
18.432	B	18.215	0.00367894925495	18.633	0.00371754818169
18.889	B	18.633	0.00371754818169	19.051	0.00375614710843
19.261	B	19.165	0.0037666740884499997	19.329	0.00378181816497
19.58	A	19.329	0.00378181816497	19.798	0.0038251265301399995
20.011	A	19.798	0.0038251265301399995	20.672	0.0039058333769599997
21.394	B	21.204	0.0039197527748000005	21.647	0.0039664156039
22.303	B	22.053	0.00394803332985	22.496	0.0039578247152
23.061	B	22.496	0.0039578247152	23.522	0.0039805018289
23.549	B	23.522	0.0039805018289	23.636	0.0039830215082
23.665	B	23.636	0.0039830215082	23.75	0.0039855411875
24.079	B	23.75	0.0039855411875	24.307	0.00399785225215
24.674	B	24.307	0.00399785225215	25.511	0.00402446360195
26.587	B	25.511	0.00402446360195	27.17	0.0040611315665000005
27.517	B	27.17	0.0040611315665000005	27.613	0.00407092295185
27.835	B	27.613	0.00407092295185	28.069	0.00408100166905
28.102	B	28.069	0.00408100166905	28.335	0.00408688092075
28.705	B	28.335	0.00408688092075	29.197	0.00410593323265
31.718	B	30.919	0.00409143325164	31.806	0.0041138065493599996
31.806	B	31.806	0.0041138065493599996	32.465	0.0041304288754
