Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
19.563	A	19.291	0.0009402309624	19.697	0.0009645935607999999
20.073	A	19.697	0.0009645935607999999	20.102	0.0009888961528
20.149	B	20.102	0.0009888961528	20.216	0.0009957368824
20.482	B	20.216	0.0009957368824	20.495	0.001012478668
21.229	B	20.495	0.001012478668	21.229	0.0010565233656
21.495	B	21.229	0.0010565233656	21.508	0.0010732651512
21.888	B	21.508	0.0010732651512	21.901	0.0010968476664
22.648	B	21.901	0.0010968476664	22.661	0.0011424525304000001
22.823	B	22.661	0.0011424525304000001	23.142	0.0011713156088
23.47	B	23.142	0.0011713156088	23.535	0.001194898124
23.571	B	23.535	0.001194898124	23.712	0.0012055192568
24.371	B	23.712	0.0012055192568	24.535	0.0012549045240000001
24.845	B	24.535	0.0012549045240000001	25.549	0.0013157510136
25.815	B	25.549	0.0013157510136	25.827	0.0013324327928
26.137	B	25.827	0.0013324327928	26.587	0.0013780376568
26.62	B	26.587	0.0013780376568	27.93	0.001458626252
28.348	B	27.93	0.001458626252	32.971	0.0017611185143999997
