Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
7.431	A	7.169	0.002103923459924	7.714	0.002107144080744
14.525	A	14.301	0.0020060351047699997	14.769	0.00202156978913
17.72	A	17.543	0.00207439798394	17.898	0.00209856055484
19.486	A	19.19	0.002221673514	19.709	0.0023032242954
19.975	A	19.709	0.0023032242954	20.305	0.002396874133
22.273	B	21.951	0.0025752770407200002	22.534	0.00263155794848
22.851	B	22.534	0.00263155794848	23.307	0.00270618083304
24.561	B	24.383	0.00281005434376	24.675	0.002838243066
26.535	B	26.448	0.0029384356793599998	26.929	0.0029480098977799998
28.205	B	27.791	0.00298337632877	28.563	0.00301505725561
