Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.643	B	2.432	0.001526444827776	2.939	0.0015310075834020001
6.297	B	6.105	0.0014559261840999997	6.599	0.0014218621275799998
7.509	A	7.22	0.0014073554065999999	8.297	0.00139528173041
14.57	A	14.377	0.0013223496691400001	14.782	0.00134727370124
15.628	B	15.428	0.001329571302536	16.226	0.001335472163012
17.773	A	17.341	0.00136902162805	18.037	0.00141511147885
19.566	A	19.139	0.0015070776963999998	19.785	0.0016137759659999998
20.012	A	19.785	0.0016137759659999998	20.406	0.0017163450455999995
21.408	B	21.039	0.0017784088438000003	21.749	0.0018494260258
22.334	B	21.749	0.0018494260258	22.597	0.0019342465474
22.952	B	22.597	0.0019342465474	23.446	0.0020191670932000003
24.702	B	24.269	0.00207513670134	25.143	0.00213340703298
26.656	B	25.827	0.00217096743033	27.221	0.00222338432559
27.618	B	27.221	0.00222338432559	27.626	0.00223861305054
27.89	B	27.626	0.00223861305054	28.348	0.00226576154292
28.799	B	28.348	0.00226576154292	29.273	0.00230054319867
31.768	B	31.135	0.0023177032655	32.465	0.0023426478145
