Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.764	B	2.381	2.0919269848999998E-05	2.888	2.3905413152E-05
3.085	B	2.888	2.3905413152E-05	3.192	2.5695921168E-05
3.373	B	3.192	2.5695921168E-05	3.585	2.8010623965E-05
3.768	B	3.585	2.8010623965E-05	4.294	3.2186512725999996E-05
5.394	B	5.092	-1.6361458399999994E-05	5.649	-2.6422382299999992E-05
6.017	B	5.649	-2.6422382299999992E-05	6.219	-3.67181213E-05
6.363	B	6.219	-3.67181213E-05	6.637	-4.426832989999998E-05
6.799	B	6.637	-4.426832989999998E-05	7.055	-5.181853849999999E-05
7.466	A	7.055	-5.181853849999999E-05	7.752	-6.44082404E-05
7.962	B	7.752	-6.44082404E-05	8.461	-7.721469470000001E-05
8.704	B	8.461	-7.721469470000001E-05	9.196	-9.04907792E-05
9.472	B	9.196	-9.04907792E-05	9.88	-0.000102845666
10.126	B	9.88	-0.000102845666	10.779	-0.00011908403329999998
11.126	B	10.792	-0.00011909005735999998	11.324	-0.00011347789891999998
11.852	B	11.324	-0.00011347789891999998	12.16	-0.00010465879279999998
12.494	B	12.16	-0.00010465879279999998	12.705	-9.890949514999999E-05
12.812	B	12.705	-9.890949514999999E-05	12.958	-9.624055513999998E-05
13.414	B	12.958	-9.624055513999998E-05	13.883	-8.648257288999998E-05
14.055	B	13.883	-8.648257288999998E-05	14.275	-8.234729824999998E-05
14.564	A	14.275	-8.23608045E-05	15.111	-3.961410137999998E-05
15.625	B	15.111	-3.961410137999998E-05	15.694	-9.80390052E-06
15.781	B	15.694	-9.80390052E-06	16.061	8.96169762E-06
16.171	B	16.061	8.96169762E-06	16.289	2.0619889380000026E-05
16.533	B	16.289	2.0619889380000026E-05	16.783	4.5879304860000063E-05
16.903	B	16.783	4.5879304860000063E-05	17.075	6.0809971499999906E-05
17.175	B	17.075	6.0809971499999906E-05	17.277	7.113872033999999E-05
17.439	B	17.277	7.113872033999999E-05	17.518	8.346163355999999E-05
17.724	A	17.518	8.346163355999999E-05	18.063	0.00011132880245999987
18.282	B	18.075	0.00011235260899999998	18.607	0.00016351575124000004
18.781	B	18.607	0.00016351575124000004	18.987	0.00020006085283999996
19.477	A	18.987	0.00020005698509999973	19.735	0.0002784079655000001
20.034	A	19.735	0.0002784079655000001	20.609	0.00036995710569999994
20.754	B	20.609	0.00036995710569999994	21.027	0.00041374147709999994
21.309	B	21.027	0.00041374147709999994	21.837	0.0004985867901
22.231	B	21.863	0.0005000117154	22.496	0.0005889961968
22.784	B	22.496	0.0005889961968	23.37	0.000711859446
24.009	B	23.687	0.00068022401394	24.143	0.00070190436066
24.566	B	24.143	0.00070190436066	25.029	0.00074402889398
26.496	B	25.612	0.00074940913256	27.005	0.0007831202619
27.714	B	27.005	0.0007831202619	28.171	0.0008113379049800001
28.645	B	28.171	0.0008113379049800001	29.247	0.00083737751386
31.581	B	30.856	0.0008459688500800001	32.338	0.0008803011288400001
