Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
10.168	B	8.069	-0.0013269031872	10.197	-0.0014178300736
10.215	B	10.197	-0.001417816551909	12.477	-0.001422313845069
14.583	A	13.173	-0.001423686702981	14.82	-0.0014269354055399999
17.755	A	17.581	-0.0013749232862899999	17.923	-0.00135131984507
19.507	A	19.317	-0.0012098519568999998	19.621	-0.0011250528897000008
19.79	A	19.621	-0.0011250528897000008	19.975	-0.0010263066074999994
21.495	B	21.065	-0.0009886767658	21.495	-0.0009595164533999999
21.698	B	21.495	-0.0009595164533999999	21.711	-0.0009448684825200003
22.021	B	21.711	-0.0009448684825200003	22.04	-0.0009225574528000003
22.154	B	22.04	-0.0009225574528000003	22.167	-0.0009139449884400001
22.51	B	22.167	-0.0009139449884400001	22.521	-0.0008899385917200001
22.787	B	22.521	-0.0008899385917200001	22.825	-0.000869322929
23.035	B	22.825	-0.000869322929	23.053	-0.00085386118196
23.142	B	23.053	-0.00085386118196	23.155	-0.0008469440846
23.408	B	23.155	-0.0008469440846	23.674	-0.0008117482656800001
23.713	B	23.674	-0.0008117482656800001	24.143	-0.00077994318076
24.304	B	24.143	-0.00077994318076	24.383	-0.0007636676575600001
24.44	B	24.383	-0.0007636676575600001	24.535	-0.0007533598262
24.662	B	24.535	-0.0007533598262	25.219	-0.00070697458508
25.232	B	25.219	-0.00070697458508	27.626	-0.00054374465032
28.226	B	27.626	-0.00054374465032	28.766	-0.00046643591512000025
