0.13	3.427889e-05
0.1466667	2.503853e-05
0.1633333	1.159045e-05
0.18	7.269682e-07
0.1966667	-2.58459e-06
0.2133333	4.071189e-06
0.23	1.183082e-05
0.2466667	1.572697e-05
0.2633334	8.792295e-06
0.28	-2.41541e-06
0.2966667	-9.655779e-06
0.3133334	-7.688442e-06
0.33	-2.730318e-07
0.3466667	4.623116e-06
0.3633333	6.830821e-06
0.38	1.027889e-05
0.3966667	1.162312e-05
0.4133334	6.967337e-06
0.43	-3.032663e-06
0.4466667	-1.927303e-05
0.4633334	-3.548074e-05
0.48	-5.758459e-05
0.4966667	-8.516918e-05
0.5133334	-0.0001128576
0.53	-0.000129825
0.5466667	-0.0001377923
0.5633333	-0.0001390327
0.58	-0.0001390653
0.5966667	-0.0001385134
0.6133333	-0.0001304807
0.6300001	-0.0001102404
0.6466667	-5.210385e-05
0.6633334	5.679229e-05
0.68	0.0002191365
0.6966667	0.0004043769
0.7133334	0.0005659615
0.73	0.000663098
0.7466667	0.0006823057
0.7633334	0.0006403769
0.78	0.0005623442
0.7966667	0.0004704481
0.8133334	0.0003790327
0.83	0.0003003769
0.8466667	0.0002421365
0.8633334	0.0002012077
0.8800001	0.0001723116
0.8966667	0.0001497923
0.9133334	0.0001336884
0.9300001	0.000124
0.9466667	0.0001154154
0.9633334	0.0001085193
0.9800001	0.0001043116
0.9966667	0.0001030712
1.013333	0.0001053827
1.03	0.0001064539
1.046667	0.0001000059
1.063333	8.717504e-05
1.08	7.213652e-05
1.096667	6.685762e-05
1.113333	8.15134e-05
1.13	0.0001323769
1.146667	0.0002330327
1.163333	0.0003787211
1.18	0.0005323057
1.196667	0.0006474422
1.213333	0.0006959941
1.23	0.0006824095
1.246667	0.0006273057
1.263333	0.0005504095
1.28	0.0004689288
1.296667	0.000394
1.313333	0.0003232404
1.33	0.0002588576
1.346667	0.0002043057
1.363333	0.0001574807
1.38	0.0001215519
1.396667	9.841541e-05
1.413333	9.910385e-05
1.43	0.0001264807
1.446667	0.000181273
1.463333	0.000250825
1.48	0.0003149615
1.496667	0.0003546499
1.513333	0.0003755846
1.53	0.000388902
1.546667	0.0003900771
1.563333	0.0003786943
1.58	0.0003624481
1.596667	0.0003509288
1.613333	0.0003374807
1.63	0.0003205846
1.646667	0.0003256884
1.663333	0.0004091365
1.68	0.0006167923
1.696667	0.0008362077
1.713333	0.0007804154
1.73	0.0002366231
1.746667	-0.0006615846
1.763333	-0.001499792
1.78	-0.001918656
1.796667	-0.001820071
1.813333	-0.001344935
1.83	-0.0007171424
1.846667	-0.0001141424
1.863333	0.0003637211
1.88	0.0006806884
1.896667	0.0008383442
1.913333	0.0008694481
1.93	0.0008117923
1.946667	0.0007006884
1.963333	0.0005674807
1.98	0.0004381365
1.996667	0.0003273116
2.013333	0.000233175
2.03	0.0001609673
2.046667	0.0001086558
2.063334	7.575963e-05
2.08	5.451926e-05
2.096667	3.541541e-05
2.113333	2.044807e-05
2.13	7.032663e-06
2.146667	1.365159e-07
2.163333	-1.58459e-06
2.18	-3.753769e-06
2.196667	-5.09799e-06
2.213333	-7.617253e-06
2.23	-9.480737e-06
2.246667	-1.189615e-05
2.263334	-1.255193e-05
2.28	-9.103853e-06
2.296667	-7.551926e-06
2.313334	-1.213652e-05
2.33	-2.103266e-05
2.346667	-2.827303e-05
2.363333	-3.148074e-05
2.38	-2.903266e-05
2.396667	-1.782496e-05
2.413333	1.741541e-05
2.43	9.713652e-05
2.446667	0.0002391307
2.463333	0.0004417094
2.48	0.0006751843
2.496667	0.0008824188
2.513334	0.00101038
2.53	0.001041173
2.546667	0.000991036
2.563334	0.0008834188
2.58	0.0007403208
