Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.804	B	2.432	0.00223481677664	2.913	0.00224022996026
3.133	B	2.913	0.00224022996026	3.255	0.0022440788351
3.432	B	3.255	0.0022440788351	3.648	0.00224850166496
3.837	B	3.648	0.00224850166496	4.243	0.00225519780686
5.497	B	5.307	0.00222333845319	5.801	0.0021823824791699998
5.877	B	5.801	0.0021823824791699998	5.89	0.0021750037712999996
6.075	B	5.89	0.0021750036059999998	6.346	0.0023294988683999996
7.582	A	7.169	0.002227575	7.891	0.002227575
8.078	B	7.891	0.002227575	8.563	0.002227575
8.799	B	8.563	0.002227575	9.221	0.002227575
9.58	B	9.221	0.002227575	9.956	0.002227575
10.193	B	9.956	0.00222757468504	10.425	0.0022375059195
11.168	B	10.868	0.002210409048304	11.375	0.0022145198185000003
11.889	B	11.375	0.0022145198185000003	12.198	0.002221192725544
12.494	B	12.198	0.002221192725544	12.958	0.0022273548268240003
13.437	B	12.958	0.0022273548268240003	13.895	0.00223495204906
14.066	B	13.895	0.00223495204906	14.275	0.0022380330997
14.568	A	14.275	0.00223801284025	15.124	0.00229677629884
15.613	B	15.137	0.0022973568023	15.694	0.0023730909226
15.782	B	15.694	0.0023730909226	16.099	0.0024281579221
16.525	B	16.264	0.00241908487272	16.771	0.00240146699283
16.892	B	16.771	0.00240146699283	17.087	0.0023904862235100003
17.422	B	17.252	0.0023847520748	17.493	0.0023954524507
17.706	A	17.493	0.0023954524507	18.037	0.0024196059963
18.24	B	18.05	0.00242042556	18.582	0.0024775566144
18.773	B	18.582	0.0024775562088000004	18.962	0.0025279398008
19.458	A	18.962	0.0025279398008	19.709	0.0026269833356
20.012	A	19.709	0.0026269833356	20.571	0.0027412745364000005
20.741	B	20.571	0.0027412745364000005	20.976	0.0027949728384
21.299	B	20.976	0.0027949728384	21.825	0.00290754039
22.228	B	21.825	0.00290754039	22.496	0.0029965072063999998
22.79	B	22.496	0.0029965072063999998	23.281	0.0031005891004
24.029	B	23.737	0.00311107298095	24.13	0.0031361972155
24.596	B	24.13	0.0031361972155	25.067	0.00319609901645
26.56	B	25.713	0.0032269541285700003	27.094	0.0032747213856600004
27.535	B	27.094	0.0032747213856600004	27.601	0.0032922579528900002
27.804	B	27.601	0.0032922579528900002	28.297	0.0033163318203300006
28.764	B	28.297	0.0033163318203300006	29.273	0.0033500905769700004
31.754	B	31.109	0.0033731420702799997	32.465	0.0033921951178
