Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.647	B	2.571	0.0036907596775999996	2.85	0.00365719196
3.751	B	3.433	0.00360916101077	3.927	0.00357965670763
4.502	B	4.205	0.0035670795827499996	4.902	0.0035474900841
6.027	B	5.827	0.0035367430677500002	6.143	0.0035194241347500004
7.518	A	7.41	0.0034894595613099997	7.765	0.0034860056921149998
9.42	B	9.006	0.003482106261962	9.855	0.003488448145085
12.469	B	12.35	0.0035070853634499998	12.565	0.003508691376255
14.536	A	14.364	0.003519058227652	14.769	0.0035168013825669997
14.782	B	14.769	0.0035168013825669997	14.985	0.003515597731855
19.335	B	19.241	0.0037006690028	19.367	0.0037121615636000003
19.504	A	19.367	0.0037121615636000003	19.709	0.0037433556572
19.782	B	19.709	0.0037433556572	19.861	0.0037572196988
20.055	A	19.861	0.0037572196988	20.254	0.0037930655432
20.334	B	20.254	0.0037930655432	20.647	0.0038289113876
20.909	B	20.647	0.0038289113876	20.938	0.0038554537304
21.014	B	20.938	0.0038554537304	21.153	0.0038750640524000003
21.191	B	21.153	0.0038750640524000003	21.394	0.0038970458552000002
26.436	B	26.169	0.0040309706626799995	26.524	0.00403761261328
28.187	B	28.057	0.00406629461404	28.31	0.0040710281731999995
30.025	B	29.906	0.004089028099406	30.21	0.00409144208771
31.234	B	30.97	0.004101098044	31.274	0.0041049604248
31.287	B	31.274	0.0041049604248	31.477	0.0041075395804
