Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
3.087	B	2.432	0.003528982875456	3.369	0.003532266950827
3.402	B	3.369	0.003532266950827	3.559	0.003532932878597
3.727	B	3.559	0.003532932878597	4.269	0.003535421345527
5.365	B	5.079	0.003521739784566	5.561	0.0035234970379940003
5.939	B	5.561	0.0035234970379940003	6.422	0.003526636032188
6.734	B	6.422	0.003526636032188	7.055	0.0035289437944700003
7.532	A	7.055	0.0035289437944700003	8.436	0.0035339785807440003
8.527	B	8.436	0.0035339785807440003	8.55	0.0035343941967
8.604	B	8.55	0.0035343941967	8.892	0.0035356410445680003
8.916	B	8.892	0.0035356410445680003	9.095	0.00353638113263
9.536	B	9.095	0.00353638113263	9.551	0.003538043596454
9.616	B	9.551	0.003538043596454	9.855	0.0035391519056700003
10.097	B	9.855	0.0035391519056700003	10.45	0.0035413211293
11.101	B	10.627	0.00353943315181	11.451	0.0035509518725299997
11.649	B	11.451	0.0035509518725299997	12.059	0.00355945112277
12.32	B	12.059	0.00355945112277	12.895	0.00357113759185
13.151	B	12.895	0.00357113759185	13.325	0.00357714857475
13.41	B	13.325	0.00357714857475	13.832	0.00358423594296
14.109	B	13.832	0.00358423589032	14.402	0.0036056456660199998
14.872	A	14.402	0.0036056456660199998	15.137	0.00363325300837
15.617	B	15.137	0.00363325300837	15.719	0.00365511351619
15.82	B	15.719	0.00365511351619	16.201	0.00367321792301
16.322	B	16.201	0.00367321792301	16.365	0.00367937792865
16.592	B	16.365	0.00367937792865	17.087	0.00370649697787
17.224	B	17.087	0.00370649697787	17.328	0.00371554918128
17.454	B	17.328	0.00371554918128	17.619	0.00372647943519
17.757	A	17.619	0.00372647943519	18.088	0.00374409554888
18.387	B	18.088	0.0037440957871200005	18.683	0.00377742232617
18.899	B	18.683	0.00377742232617	19	0.0037951778100000005
19.177	B	19	0.0037951778100000005	19.304	0.00381220515096
19.518	A	19.304	0.00381220515096	19.684	0.0038334893271600003
19.956	A	19.684	0.0038334893271600003	20.621	0.0038859716247900003
20.731	B	20.621	0.0038859716247900003	21.166	0.00391649761434
21.334	B	21.166	0.00391649761434	21.47	0.0039335249553000004
21.495	B	21.47	0.0039335249553000004	21.622	0.00394203862578
22.256	B	21.622	0.00394203862578	22.496	0.00399099223104
22.955	B	22.496	0.00399099223104	23.661	0.00405624503439
24.024	B	23.661	0.00405624503439	24.244	0.00408889944156
24.6	B	24.244	0.00408889944156	25.27	0.0041463667173
26.064	B	25.549	0.0041340982113	26.271	0.0041545479227
26.521	B	26.271	0.0041545479227	27.056	0.0041767820272000005
27.746	B	27.056	0.0041767820272000005	28.183	0.0042087028371
28.665	B	28.183	0.0042087028371	29.285	0.0042399155545
29.323	B	29.285	0.0042399155545	29.526	0.0042467415662
31.619	B	30.818	0.00420874921738	32.439	0.0042756955609900005
