Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.81	B	2.597	0.00349332082416	2.85	0.003501796648
3.149	B	2.85	0.003501796648	3.445	0.0035217299096000003
3.787	B	3.635	0.0035040503256	4.066	0.0034882130409599997
6.044	B	5.687	0.003478568046504	6.561	0.003482340223512
6.826	B	6.561	0.003482340223512	7.157	0.003484912554744
7.633	A	7.157	0.003484912554744	8.132	0.003489120646944
11.168	B	10.906	0.00351584039736	11.514	0.0035729714578399997
11.724	B	11.514	0.0035729703242	11.856	0.0036078390368
12.369	B	12.109	0.0035303308750700003	12.768	0.00351583961664
13.199	B	12.933	0.0035133322616300003	13.351	0.00350743140161
13.477	B	13.351	0.00350743140161	13.743	0.00350189758073
14.605	A	14.389	0.00350912681575	14.655	0.00351503647125
14.902	B	14.655	0.00351503647125	15.162	0.0035263003635
15.383	B	15.162	0.0035263003273600002	15.415	0.0035326661312
15.642	B	15.415	0.0035326661312	15.783	0.00354192548224
15.871	B	15.783	0.00354192548224	16.239	0.00355339902592
16.634	B	16.365	0.00355862228575	16.809	0.00357700812595
18.43	A	18.291	0.0036236884404299997	18.633	0.0036480965460899996
19.26	B	19.215	0.0036812065236500003	19.355	0.0036888748990500002
19.571	A	19.355	0.0036888748990500002	19.76	0.0037110584136000003
20.021	A	19.76	0.0037110584136000003	20.393	0.00374573042523
20.502	B	20.393	0.00374573042523	20.545	0.00375405608995
20.558	B	20.545	0.00375405608995	20.887	0.0037727888355700004
20.978	B	20.887	0.0037727888355700004	21.052	0.00378182656372
21.179	B	21.052	0.00378182656372	21.267	0.00379360299737
21.366	B	21.267	0.00379360299737	21.432	0.00380264072552
21.445	B	21.432	0.00380264072552	21.597	0.00381167845367
21.66	B	21.597	0.00381167845367	21.774	0.00382137347114
21.876	B	21.774	0.00382137347114	21.901	0.00382832978311
21.976	B	21.901	0.00382832978311	22.002	0.00383386196822
22.351	B	22.002	0.00383386196822	22.61	0.0038671646270999997
23.032	B	22.61	0.0038671646270999997	23.573	0.003919912095030001
23.803	B	23.573	0.003919912095030001	23.851	0.00393513929761
23.926	B	23.851	0.00393513929761	23.953	0.00394072625683
24.177	B	23.953	0.00394072625683	24.206	0.00395458410666
24.219	B	24.206	0.00395458410666	24.383	0.00396427912413
24.738	B	24.383	0.00396427912413	25.118	0.00400453809498
26.288	B	25.827	0.00401012770127	26.372	0.0040221226117200005
26.46	B	26.372	0.0040221226117200005	26.499	0.00402491775599
26.688	B	26.499	0.00402491775599	26.714	0.00402964969314
26.727	B	26.714	0.00402964969314	26.955	0.00403495386455
27.631	B	27.512	0.0040609539116	27.664	0.0040701883752
27.755	B	27.664	0.0040701883752	27.816	0.0040794228388
27.886	B	27.816	0.0040794228388	28.221	0.00410402782405
28.892	B	28.614	0.00410187491686	29.133	0.00410860348717
31.059	B	30.983	0.00406115426361	31.16	0.0040724354772
31.312	B	31.16	0.0040724354772	31.451	0.00409098255717
31.596	B	31.451	0.00409098255717	31.629	0.00410232750643
31.899	B	31.629	0.00410232750643	32.021	0.00412731188907
32.061	B	32.021	0.00412731188907	32.262	0.00414267218554
