Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.845	B	2.635	0.0036598571967500003	3.027	0.00363963746435
3.192	B	3.027	0.00363963746435	3.382	0.0036213262271
3.486	B	3.382	0.0036213262271	3.686	0.0036056456183
3.893	B	3.686	0.0036056456183	4.117	0.00358341422885
4.615	B	4.205	0.003582359565345	4.927	0.003581554902843
6.181	B	5.915	0.00355690056945	6.511	0.0035507050481300003
6.95	B	6.916	0.00354649500428	7.207	0.00354347000981
7.639	A	7.207	0.00354345012893	8.55	0.0036091805645
9.633	B	9.361	0.003576996636212	9.918	0.0035802133624559997
11.282	B	11.058	0.003576189695264	11.311	0.003576071951088
11.439	B	11.311	0.003576071951088	11.489	0.003575989111312
11.933	B	11.691	0.003575895102128	12.211	0.003575653098288
12.472	B	12.211	0.003575653	12.527	0.003575653
12.54	B	12.527	0.003575653	12.806	0.003575653
14.649	A	14.301	0.0035815617729499996	15.263	0.00360377238085
15.276	B	15.263	0.00360377238085	15.441	0.0036078820359499997
15.567	B	15.441	0.0036078820359499997	15.58	0.0036110912609999997
15.661	B	15.58	0.0036110912609999997	15.846	0.0036172326556999997
15.876	B	15.846	0.0036172326556999997	16.15	0.0036242513924999997
16.618	B	16.479	0.00363422325857	16.733	0.00364289477539
17.796	A	17.417	0.0036658132156	18.367	0.0037744426756000002
19.553	A	19.228	0.0037954169592	19.798	0.0038586478572
20.105	A	19.798	0.0038586478572	21.014	0.0039935404396
22.332	B	21.977	0.0039855016130400005	22.61	0.0039993678072
22.99	B	22.61	0.0039993678072	23.028	0.00400852431456
23.041	B	23.028	0.00400852431456	23.446	0.00401768082192
24.063	B	23.75	0.0040217043625	24.295	0.00403225573145
24.715	B	24.295	0.00403225573145	25.08	0.0040474535748000005
26.65	B	25.815	0.004049615732735001	27.208	0.004053513582152
27.425	B	27.208	0.004053513582152	27.449	0.004054187940881001
27.892	B	27.449	0.004054187940881001	28.348	0.0040567034948120004
28.383	B	28.348	0.0040567034948120004	28.551	0.004057271523119001
28.824	B	28.551	0.004057271523119001	29.26	0.00405925542494
31.83	B	31.261	0.00405911014994	32.465	0.0040840685161
