Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.966	B	2.812	0.00092697154372	3.167	0.00092831390877
12.261	B	12.249	0.00060779730153	14.541	0.00066711648477
19.663	A	19.304	0.0008608305996799999	19.798	0.0008981823941599999
20.26	A	19.798	0.0008981823941599999	20.419	0.00094513677548
20.799	B	20.419	0.00094513677548	20.799	0.00097386892508
21.001	B	20.799	0.00097386892508	21.014	0.00099012527288
21.977	B	21.014	0.00099012527288	22.813	0.0011261493179599998
22.928	B	22.813	0.0011261493179599998	24.599	0.00126119042108
24.928	B	24.599	0.00126119042108	26.587	0.00141150493004
26.81	B	26.587	0.00141150493004	27.854	0.0015073039656800001
27.867	B	27.854	0.0015073039656800001	28.082	0.00152454325544
28.563	B	28.082	0.00152454325544	28.994	0.00159350041448
