Apex Time (min)	Class	Start Time	Start Height	End Time	End Height
2.709	B	2.546	0.00349921071985	2.761	0.003497226210725
2.803	B	2.761	0.003497226210725	2.913	0.003495823208925
3.142	B	2.913	0.003495823208925	3.597	0.003489509700825
3.775	B	3.597	0.003489509700825	4.028	0.0034855314523
5.966	B	5.7	0.0034887492793	5.979	0.003489608612971
6.012	B	5.979	0.003489608612971	6.397	0.003490896073453
7.468	A	7.106	0.0034959911473999997	8.107	0.0035271151403
9.431	B	9.259	0.00349878465921	9.614	0.0035030802266600002
12.353	B	12.109	0.0035000057568700003	12.527	0.00351127103661
14.643	A	14.44	0.003525764266	14.795	0.00352995420675
17.762	A	17.543	0.0036078129279299995	18.012	0.00364592739012
19.524	A	19.063	0.0037019518630999997	19.722	0.0037684539914
19.991	A	19.722	0.0037684539914	20.748	0.0038719914476
20.811	B	20.799	0.0038771380463	20.976	0.0038949997712
21.12	B	21.065	0.0039039810905000002	21.229	0.0039205309373
21.394	B	21.229	0.0039205309373	21.495	0.0039473739815
22.882	B	22.559	0.00397949556569	22.965	0.00398966339315
23.028	B	22.965	0.00398966339315	23.484	0.00400266118244
24.687	B	24.409	0.00401716587421	24.915	0.00402457811135
26.606	B	26.359	0.0040585731104700006	26.841	0.00407885004553
28.063	B	27.981	0.004091151859027299	28.221	0.004091050217419299
